Marca,Modelo,Status do Modelo,Tipo,Modelo Unidade Interna,Modelo Unidade Externa,Função,Tensão (V),Rotação,Fluido Refrigerante,"Se outro fluido refrigerante, especificar",Carga do Fluido Refrigerante (g),Capacidade de Refrigeração Nominal (Btu/h),Capacidade de Refrigeração Nominal (W),Potência Consumida no Modo Espera (W),Capacidade a 35 °C e em Carga Total (W),Potência Consumida a 35 °C e em Carga Total (W),Capacidade a 35 °C e em Carga Parcial (W),Potência Consumida a 35 °C e em Carga Parcial (W),Capacidade a 29 °C e em Carga Parcial (W),Potência Consumida a 29 °C e em Carga Parcial (W),Capacidade a 29 ºC e Carga Total (W),Potência Consumida a 29 ºC e Carga Total (W) ,IDRS (Wh/Wh),Consumo Anual de Energia (kWh),Faixa de Classificação,Código de Barras,Status do Registro,Número do Registro
HISENSE,AS-22TW2RXTCK00 / AS-22TW2RXT00,Incluido,Split Hi-Wall,AS-22TW2RXTCK00,AS-22TW2RXT00,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,900,24000,7035,5.0,6359.0,2301.0,3471.0,762.0,3184.0,565.0,,,5.30,992.0,A,,Ativo,003818/2023
Agratto,LCST12QF-02I,Incluido,Split Hi-Wall,LCST12QFI-02I,LCST12QFE-02I,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,450,12000,3516,1,3516.0,1172.0,1700.0,439.0,1700.0,31.5,,,5.50,528.0,A,7898461975196,Ativo,008924/2022
AGRATTO,ICS12QF-02,Incluido,Split Hi-Wall,ICS12QFI-02,ICS12QFE-02,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,560,12000,3516,1,3516.0,1300.0,1850.0,510.0,1762.0,336.0,,,5.50,528.0,A,7898461977886,Ativo,008924/2022
AGRATTO,ZICST9QF-02,Incluido,Split Hi-Wall,ZICST9QFI-02,ZICST9QFE-02,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,9000,2637,1,2637.0,780.0,1310.0,287.0,1252.0,189.0,,,7.00,311.0,A,7898461978715,Ativo,008924/2022
AGRATTO,ZICST24QF-02,Incluido,Split Hi-Wall,ZICST24QFI-02,ZICST24QFE-02,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1180,24000,7032,1.5,7032.0,2197.0,3516.0,756.0,3250.0,488.0,,,7.00,830.0,A,7898461978777,Ativo,008924/2022
AGRATTO,KNICST12QF-02,Incluido,Split Hi-Wall,KNICST12QFI-02,KNICST12QFE-02,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,600,12000,3516,1,3516.0,1065.0,1900.0,413.0,1650.0,255.0,,,7,414.0,A,7898461978838,Ativo,008924/2022
AGRATTO,LCS24F - 02I,Incluido,Split Hi-Wall,LCS24FI-02I,LCS24FE-02I,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,450,24000,7032,1,7032.0,2344.0,3516.0,830.0,3516.0,624.0,,,5.50,1055.0,A,7898461975226,Ativo,008946/2022
AGRATTO,ICS24F - 02,Incluido,Split Hi-Wall,ICS24FI-02,ACS24FE-02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,760,24000,7032,1,7032.0,2365.0,3516.0,777.0,3516.0,606.0,,,5.50,1055.0,A,7898461976100,Ativo,008946/2022
HQ,HQIT12F-02,Incluido,Split Hi-Wall,HQIT12FI-02,HQIT12FE-02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,450,12000,3516,1,3516.0,1172.0,1700.0,439.0,1700.0,315.0,,,5.50,528.0,A,7898461976544,Ativo,008946/2022
AGRATTO,ICS12F-02,Incluido,Split Hi-Wall,ICS12FI-02,ICS12FE-02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,470,12000,3516,1,3516.0,1300.0,1850.0,510.0,1762.0,336.0,,,5.50,528.0,A,7898461977879,Ativo,008946/2022
AGRATTO,FICST12F-02I,Incluido,Split Hi-Wall,FICST12FI,FICST12FE,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,440,12000,3516,1,3516.0,1350.0,1758.0,487.0,1754.0,329.0,,,5.50,528.0,A,7898461977817,Ativo,008946/2022
AGRATTO,ZICSTF12-02,Incluido,Split Hi-Wall,ZICST12FI-02,ZICST12FE-02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,450,12000,3516,1,3516.0,1134.0,1758.0,378.0,1646.0,245.0,,,7.00,411.0,A,7898461978722,Ativo,008946/2022
AGRATTO,KNICST24F- 02,Incluido,Split Hi-Wall,KNICST24FI- 02,KNICST24FE- 02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1150,24000,7032,1.5,7032.0,2268.0,3600.0,774.0,3299.0,494.0,,,7.00,829.0,A,7898461978869,Ativo,008946/2022
CONSUL,CCB07GBBNA,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,280 g,7500,2200,1,2200.0,781.0,,,,,2400.0,630.0,3.30,514.0,A,7891129593817,Ativo,003901/2012
CONSUL,CCK07CBXNA,Incluido,Janela,,,Frio,127-220 (monofásico/bifásico),Velocidade Variável,R32,,280 g,7000,2052,4,2050.0,627.0,1030.0,301.0,1030.0,212.0,,,5.10,325.0,A,7891129593855,Ativo,003901/2012
CONSUL,CCN10FBBNA,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,540,10000,2931,1,2931.0,964.0,,,,,,,3.22,752.0,A,7891129549685,Ativo,003903/2012
CONSUL,CCB10GBANA,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R32,,370 g,10000,2930,1,2930.0,941.0,,,,,,,3.30,734.0,A,7891129593824,Ativo,003903/2012
CONSUL,CCK10CBXNA,Incluido,Janela,,,Frio,127-220 (monofásico/bifásico),Velocidade Variável,R32,,380 g,10000,2930,4,2930.0,880.0,1470.0,368.0,1470.0,287.0,,,5.10,475.0,A,7891129593862,Ativo,003903/2012
Consul/CBF09CBBNA/CBGCBBNA,,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000860/2012
Consul/CBF22CBBNA/CBG22CBBNA,CBF22CB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891129211049,Ativo,000860/2012
Consul/CBF09DBBNA/CBG09DBBNA,CBF09DB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000860/2012
Consul/CBF18DBBNA/CBG18DBBNA,CBF18DB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000860/2012
Consul/CBJ22DBBNA/CBM22DBBNA,CBJ22DB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000861/2012
DAIKIN,FTHP09Q5VL / RHP09Q5VL,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898966337086,Ativo,001167/2021
LG,S4NQ12JA314+S4UQ12JA314,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299916106,Ativo,007557/2013
Springer,QQE105RB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898626570570,Ativo,001263/2015
LG,S4NW09AA3XA+S4UW09AA3XA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299917974,Ativo,007213/2013
LG,S4NQ09WA51C+S4UQ09WA51C,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299916045,Ativo,007557/2013
LG,S4NW24K231E+S4UW24K231E,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299917349,Ativo,007213/2013
BRITANIA,PAC24000IFM9W PROTECT,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891356093838,Ativo,005953/2017
Philco,PH9000IFM5,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7899466420322,Ativo,006134/2016
TCL,TAC-30CSA1,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,010846/2022
TCL,TAC-12CHSA1,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,010847/2022
TCL,TAC-18CHSA1,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,010847/2022
TCL,TAC-24CSA2-INV,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,002353/2022
TCL,TAC-12CHSA2-INV,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,002355/2022
TCL,TAC-24CHTG1-INV,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,010161/2022
Elgin,KDFI48C2NA / KDFE48C2CA,Excluido,Split Cassete,KDFI48C2NA,KDFE48C2CA,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,2000,48000,14064,7,13519.0,5093.0,7648.0,1983.0,6778.0,1214.0,,,6,1861.0,A,7908412505898,Ativo,000293/2020
Elgin,KDFI36C2NA / KDFE36C2CA,Excluido,Split Cassete,KDFI36C2NA,KDFE36C2CA,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1800,36000,10548,7,10640.0,3309.0,5379.0,1247.0,4782.0,832.0,,,6.01,1463.0,A,7908412505874,Ativo,000293/2020
Elgin,PDFI48C2DA / PDFE48C2CA,Excluido,Split Piso-teto,PDFI48C2DA,PDFE48C2CA,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,2000,48000,14064,7,13254.0,5275.0,7288.0,2029.0,6564.0,1229.0,,,5.83,1878.0,A,7908412505812,Ativo,007712/2019
Carrier,38CCVD30515MC / 42ZQVD30C5,Excluido,Split Piso-teto,42ZQVD30C5,38CCVD30515MC,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1650,30000,8792,6,9085.0,2602.0,4815.0,1353.0,4270.0,860.0,,,5.70,1317.0,A,7898554879547,Ativo,006659/2023
Midea,42AGVQI12M5 / 38AGVQI12M5,Excluido,Split Hi-Wall,42AGVQI12M5,38AGVQI12M5,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,520,12000,3517,4,3517.0,1006.0,1864.0,423.0,1653.0,267.0,,,6.80,427.5,A,7898554879196,Ativo,006337/2023
AGRATTO,ACS18FIR4-02 / ACS18FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461965449,Ativo,005005/2015
EQUATION,EQT12FIR4-02/EQT12FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461966873,Ativo,005005/2015
RINETTO,RNT12FIR4-02 / RNT12FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461966637,Ativo,005005/2015
RINETTO,RNT9FIR4-02 / RNT9FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461966613,Ativo,005005/2015
AGRATTO,ECS9FIR4-02 / ECS9FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461965203,Ativo,005005/2015
AGRATTO,ACS12FIR4-02 / ACS12FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461965005,Ativo,005005/2015
AGRATTO,ACS9FIR4-02 / ACS9FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461964992,Ativo,005005/2015
AGRATTO,CCS12FIR4 - 02 / CCS12FER4 - 02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461965678,Ativo,005005/2015
EQUATION,EQTT9FIR4-02/EQTT9FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461967955,Ativo,005005/2015
PIONNER,PIO18FIR4-02/PIO18FER4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461968143,Ativo,005005/2015
EQUATION,EQTET9FR4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461971280,Ativo,005005/2015
PIONNER,PIOET12FR4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461972225,Ativo,005005/2015
VOGGA,VOGET12FR4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461972270,Ativo,005005/2015
FONTAINE,FCS22FR4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461974892,Ativo,005005/2015
Gree,GWH12ACC-D3DNA1J,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006409/2014
GREE,GWH12ATBXA-D3DNA1A,Excluido,Split Hi-Wall,GWH12ATBXA-D3DNA1A/I,GWH12ATBXA-D3DNA1A/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,630,12000,3516,1,3516.0,1288.0,1820.0,554.0,1910.0,387.0,,,5.13,566.9,B,,Ativo,006409/2014
Daikin,FCQ42AVL / RZQ42AVL,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,002708/2014
DAIKIN,FTKP12Q5VL / RKP12Q5VL,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898966337123,Ativo,001167/2021
DAIKIN,FTHP18Q5VL / RHP18Q5VL,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898966337109,Ativo,001167/2021
AGRATTO,LCST12F - 02I,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461975189,Ativo,008946/2022
FONTAINE,FCS30FR4-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461974915,Ativo,005005/2015
FONTAINE,FCST12F-02,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898461975820,Ativo,009646/2022
PHILCO,PAC12000IQFM4,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7899466424733,Ativo,005953/2017
BRITÂNIA,BAC9000TFM12,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7899963908552,Ativo,000945/2021
PHILCO,PAC12000TFM12,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891356097492,Ativo,000945/2021
BRITÂNIA,BAC12000TQFM12,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7899963908644,Ativo,000945/2021
PRIME AIR,PRIME AIR 9000TF,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891356101250,Ativo,000945/2021
BRITÂNIA,BAC9000ITQFM9W,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891356092749,Ativo,003883/2020
BRITÂNIA,BAC12000ITFM9W,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891356092770,Ativo,003883/2020
Fujitsu/Airstage,ABBH36KRTA/AOBH36KBTB,Excluido,Split Piso-teto,ABBH36KRTA,AOBH36KBTB,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1900,35000,10260,2.3,10260.0,3240.0,5130.0,1070.0,5130.0,750.0,,,6.81,1246.0,A,4974437861922,Ativo,004570/2022
Fujitsu/Airstage,ABBH36KRTA/AOBH36KRTA,Excluido,Split Piso-teto,ABBH36KRTA,AOBH36KRTA,Quente/Frio,380 (trifásico),Velocidade Variável,R32,,1900,35000,10260,2.3,10260.0,3240.0,5130.0,1070.0,5130.0,750.0,,,6.81,1246.0,A,4974437861922,Ativo,004570/2022
Fujitsu/Airstage,ABBH54KRTA/AOBH54KRTA,Excluido,Split Piso-teto,ABBH54KRTA,AOBH54KRTA,Quente/Frio,380 (trifásico),Velocidade Variável,R32,,3400,52000,15240,2.3,15236.0,5030.0,7830.0,1655.0,7850.0,1315.0,,,5.60,2249.0,A,4974437867702,Ativo,004570/2022
TRANE,4MXX6536G1000AA (Evaporadora Piso-Teto); 4TXK6536G1000AA (Condensadora),Excluido,,,,,,,,,,,,,,,,,,,,,,,,0751320797414,Ativo,002176/2022
GREE,GJC05BJ-A1MND2A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898303867429,Ativo,006402/2014
GREE,GJC07BV-A6NMND1A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006402/2014
GREE,GJC07BV-A6NMND1A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003168/2021
GREE,GJC07BV-A6NRND1A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003168/2021
GREE,GJC07BV-D6NRND1A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003168/2021
GREE,GJC10BL-A1RND2A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006403/2014
GREE,GJC10BK-A6NMND2A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006403/2014
GREE,GJC12BL-D6NMND2R,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006403/2014
GREE,GJC10BK-A6NRND2A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003167/2021
GREE,GJC10BL-A3NMND2Q,Excluido,,,,,,,,,,,,,,,,,,,,,,,,6923615530011,Ativo,006403/2014
GREE,GJC10BL-D3NRND2Q,Excluido,,,,,,,,,,,,,,,,,,,,,,,,6923615529930,Ativo,006403/2014
GREE,GJC10BL-A3NRND2Q,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003167/2021
GREE,GJC18BM-D3NMND2A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,003166/2021
GREE,GWH24ACE-D3DNA1M,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006409/2014
GREE,GWH09AECK3DNA1A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006409/2014
GREE,GWH24ACE-D3DNA1D,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006409/2014
GREE,GULD60ZD1/A-S(B),Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,005896/2018
HITACHI,RCI36B3IV - RAA36B3IV,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898518188890,Ativo,002861/2022
SIMPLEY,CFSPL30POS2AX,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000082/2021
SIMPLEY,CFSPL24PIS2AX,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000083/2021
PHILCO,PAC24000IQFM9W,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891356093029,Ativo,005953/2017
Gree,GWC09ATA-D6DNA1A,Excluido,Split Hi-Wall,GWC09ATA-D6DNA1A/I,GWC09ATA-D6DNA1A/O,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,550,9000,2637,1,2637.0,730.0,1420.0,348.0,1218.0,219.5,,,6.25,348.6,A,,Ativo,006408/2014
Gree,GWC24ATE-D6DNA1A,Excluido,Split Hi-Wall,GWC24ATE-D6DNA1A/I,GWC24ATE-D6DNA1A/O,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1100,24000,7032,1,7032.0,2210.0,3823.0,861.0,3215.0,530.0,,,6.63,876.5,A,,Ativo,006408/2014
Carrier,38CQVB36515MC/40KVQC36C5,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898554875273,Ativo,003160/2021
HITACHI,RPC60B3IV - RAA60B3IV,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898518189262,Ativo,002862/2022
PHILCO,PAC12000ITQFM12W,Excluido,Split Hi-Wall,PAC12000ITQFM12W,PAC12000ITQFM12W,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,600,12000,3500,2.5,3628.0,1355.0,1890.0,5500.0,1807.0,342.0,,,5.50,558.0,A,7899963911071,Ativo,003883/2020
PHILCO,PAC12000IQFM15,Excluido,Split Hi-Wall,PAC12000IQFM15,PAC12000IQFM15,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,530,12000,3500,2.5,3444.0,1128.0,1828.0,406.0,1830.0,296.0,,,5.50,470.0,A,7899963913525,Ativo,007467/2023
PHILCO,PAC18000IQFM15,Excluido,Split Hi-Wall,PAC18000IQFM15,PAC18000IQFM15,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,860,18000,5200,2.5,5210.0,2024.0,2617.0,651.0,2497.0,457.0,,,5.50,800.0,A,7899963913587,Ativo,007467/2023
Electrolux,JE09F/JI09F,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7909569412268,Ativo,006937/2022
Electrolux,JE09R/JI09R,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7909569412282,Ativo,006937/2022
Electrolux,YE09R/YI09R,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7909569389652,Ativo,006937/2022
Electrolux,JE24F/JI24F,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7909569412381,Ativo,006937/2022
Elgin,KDFI36C2NA / KDFE36C2CA,Excluido,Split Cassete,KDFI36C2NA,KDFE36C2CA,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1800,36000,10548,7,10640.0,3309.0,5379.0,1247.0,4782.0,877.0,,,5.51,1597.0,A,7908412505874,Ativo,000293/2020
Elgin,KDFI48C2NA / KDFE48C2CA,Excluido,Split Cassete,KDFI48C2NA,KDFE48C2CA,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,2000,48000,14064,7,13519.0,5093.0,7648.0,1983.0,6778.0,1274.0,,,5.53,2021.0,A,7908412505898,Ativo,000293/2020
Elgin,PDFI48C2DA / PDFE48C2CA,Excluido,Split Piso-teto,PDFI48C2DA,PDFE48C2CA,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,2000,48000,14064,7,13254.0,5275.0,7288.0,1968.0,6564.0,1248.0,,,5.52,1984.0,A,7908412505812,Ativo,007712/2019
PHILCO,PAC9000IFM14,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7899963911637,Ativo,006134/2016
HITACHI,RCI60I3P - RAP60I5F,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898518189477,Ativo,000135/2013
Carrier,38CQVB30515MC / 42ZQVC30C5,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898554875266,Ativo,003161/2021
Carrier,38CQVB60515MC / 42ZQVC60C5,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898554875297,Ativo,003161/2021
FUJITSU,ABBH24KRTA/AOBH24KBTB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,4974437861496,Ativo,004570/2022
FUJITSU,ABBH54KRTA/AOBH54KBTA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,4974437867702,Ativo,004570/2022
FUJITSU,ABBH54KRTA/AOBH54KRTA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,4974437867702,Ativo,004570/2022
FUJITSU,AUBH24KVBA/AOBH24KBTB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,4974437458559,Ativo,004571/2022
CONSUL,CCN10FBANA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891129549692,Ativo,003903/2012
GREE,GJC18BM-D3NMND2A,Excluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,800,18000,5274,1,5274.0,1830.0,,,,,,,2.88,38.4,A,,Ativo,006404/2014
CONSUL,CCK10BBXNA,Excluido,Split Hi-Wall,,,Frio,127-220 (monofásico/bifásico),Velocidade Variável,R410a,,410,10000,2931,1,2931.0,1040.0,1470.0,422.0,1470.0,310.0,,,4.80,505.0,A,7891129549746,Ativo,003903/2012
HITACHI,RCI36I3P - RAP36I3F,Excluido,Split Cassete,RCI36I3P,RAP36I3F,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,2300,36000,10550,1.5,10550.0,3630.0,,,,,10770.0,3335.0,3.14,3018.0,F,7898518189385,Ativo,000135/2013
HISENSE,AS-12TW2RLDDK00,Excluido,Split Hi-Wall,AS-12TW2RLDDK00 ,AS-12TW2RLDDK00 ,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,540,12000,3520,5.0,3423.0,1140.0,1686.0,406.0,1704.0,296.0,,,5.50,475.0,A,,Ativo,003818/2023
HISENSE,AS-12TW2RLDDB00,Excluido,Split Hi-Wall,AS-12TW2RLDDB00 ,AS-12TW2RLDDB00 ,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,540,12000,3520,5.0,3423.0,1140.0,1686.0,406.0,1704.0,296.0,,,5.50,475.0,A,,Ativo,003818/2023
HISENSE,AS-18TW2RMATG02,Excluido,Split Hi-Wall,AS-18TW2RMATG02,AS-18TW2RMATG02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,710,18000,5276,5.0,5099.0,1469.0,2650.0,536.0,2635.0,396.0,,,5.50,655.0,A,,Ativo,003818/2023
HISENSE,AS-24TW2RBBTT03,Excluido,Split Hi-Wall,AS-24TW2RBBTT03,AS-24TW2RBBTT03,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1200,24000,7035,5.0,6775.0,2258.0,3513.0,796.0,3522.0,613.0,,,5.50,1055.0,A,,Ativo,003818/2023
HISENSE,AS-24TW2RBBDJ03,Excluido,Split Hi-Wall,AS-24TW2RBBDJ03,AS-24TW2RBBDJ03,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1200,24000,7035,5.0,6775.0,2258.0,3513.0,796.0,3522.0,613.0,,,5.50,1055.0,A,,Ativo,003818/2023
KOMECO,KOP INV 36QC 1HX / KOCP INV 36QC 1HX 220V,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7899369819360,Ativo,007502/2020
KOMECO,KOP 55QC 4LD UE220V-3F / KOCP 55QC 4LD UE220V-3F,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7896873163125,Ativo,000112/2014
KOMECO,KOP 36QC 2LX R410A / KOCP 36QC 2LX R410A 220V,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7896873197809,Ativo,000112/2014
GREE,GWH13QC-D3DNB8M,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006409/2014
GREE,GWH18MC-D3DNC1F,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,006409/2014
GREE,GWH09QA-D3DNB8M,Excluido,Split Hi-Wall,GWH09QA-D3DNB8M/I,GWH09QA-D3DNB8M/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,650,9000,2637,1,2637.0,813.0,,,,,,,3.24,17.1,A,,Ativo,006409/2014
GREE,GWH18QD-D3DNB8M,Excluido,Split Hi-Wall,GWH18QD-D3DNB8M/I,GWH18QD-D3DNB8M/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1350,18000,5274,2.5,5275.0,1628.0,,,,,,,3.24,34.2,A,,Ativo,006409/2014
GREE,GWH12ACC-D3DNA1M,Excluido,Split Hi-Wall,GWH12ACC-D3DNA1M/I,GWH12QC-D3DNB8M/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,900,12000,3516,1,3516.0,1085.0,,,,,,,3.24,22.8,A,,Ativo,006409/2014
GREE,GWH18ACD-D3DNA1M,Excluido,Split Hi-Wall,GWH18ACD-D3DNA1M/I,GWH18QD-D3DNB8M/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1350,18000,5274,1,5274.0,1628.0,,,,,,,3.24,34.2,A,,Ativo,006409/2014
GREE,GWH24ACE-D3DNA1M,Excluido,Split Hi-Wall,GWH24ACE-D3DNA1M/I,GWH24QE-D3DNB8M/O,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,1600,24000,7032,1,7032.0,2170.0,,,,,,,3.24,45.6,A,,Ativo,006409/2014
Elgin,HJQI24C2IA / HJQE24C2NA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7908412557422,Ativo,006154/2015
Elgin,HJQI09C2IA / HJQE09C2NA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7908412502606,Ativo,006154/2015
Elgin,HVQI30B2IA / HVQE30B2IA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7897013574429,Ativo,006154/2015
Elgin,HVQI12B2WA / HVQE12B2IA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7897013565939,Ativo,006154/2015
Elgin,HVQI30B2WA / HVQE30B2IA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7897013574436,Ativo,006154/2015
Elgin,HVQI24B2IB / HVQE24B2NB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7897013586842,Ativo,006154/2015
