Marca,Modelo,Status do Modelo,Tipo,Modelo Unidade Interna,Modelo Unidade Externa,Função,Tensão (V),Rotação,Fluido Refrigerante,"Se outro fluido refrigerante, especificar",Carga do Fluido Refrigerante (g),Capacidade de Refrigeração Nominal (Btu/h),Capacidade de Refrigeração Nominal (W),Potência Consumida no Modo Espera (W),Capacidade a 35 °C e em Carga Total (W),Potência Consumida a 35 °C e em Carga Total (W),Capacidade a 35 °C e em Carga Parcial (W),Potência Consumida a 35 °C e em Carga Parcial (W),Capacidade a 29 °C e em Carga Parcial (W),Potência Consumida a 29 °C e em Carga Parcial (W),Capacidade a 29 ºC e Carga Total (W),Potência Consumida a 29 ºC e Carga Total (W) ,IDRS (Wh/Wh),Consumo Anual de Energia (kWh),Faixa de Classificação,Código de Barras,Status do Registro,Número do Registro
GREE,GJC10BK-A6NRND2A,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R32,,360,10000,2930,1,3054.0,917.6,,,,,3026.0,831.1,3.26,773.0,A,,Ativo,006403/2014
GREE,GJC10BK-D6NMND2A,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,390,10000,2930,1,2977.0,921.4,,,,,3039.0,838.9,3.25,757.0,A,,Ativo,006403/2014
GREE,GJC12BL-D6NMND2R,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,300,12000,3516,1,4001.0,1058.7,,,,,4103.0,971.5,3.78,875.0,A,,Ativo,006403/2014
GREE,GJC10BL-A3NMND2Q,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R410a,,500,10000,2930,1,2930.0,965.0,,,,,,,3.04,20.3,A,,Ativo,006403/2014
GREE,GJC10BL-A3NRND2Q,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R410a,,500,10500,3076,1,3080.0,970.0,,,,,,,3.17,20.4,A,,Ativo,006403/2014
GREE,GJC10BL-D3NRND2Q,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,500,10000,2930,1,2930.0,965.0,,,,,,,3.04,20.3,A,,Ativo,006403/2014
Gree,GJC10BK-A6NRND2A,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R32,,390,10000,2930,1.0,2900.0,1020.0,,,,,2800.0,802.0,3.26,735.0,A,,Ativo,006403/2014
Gree,GJC12BL-D6NRND2B,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,350,12000,3516,1.0,3516.0,1300.0,,,,,3517.0,1003.0,3.30,881.0,A,6941783847663,Ativo,013341/2024
Gree,GJC12BL-D6NMND2R,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,300,12000,3516,1.0,4001.0,1058.7,,,,,4103.0,971.5,3.78,875.0,A,6923615599650,Ativo,013341/2024
Gree,GJC21BM-D3NMND2A,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,980,21000,6153,1.0,6287.0,2050.0,,,,,6550.0,2000.0,2.89,1798.0,A,,Ativo,013341/2024
Gree,GJC18BY-D6NMND1B,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,705,18000,5274,1.0,5274.0,1846.0,,,,,6203.0,1748.0,3.16,1379.0,A,6941783856436,Ativo,013341/2024
Gree,GJC21BY-D6NMND1B,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,795,21000,6153,2.0,6153.0,2098.0,,,,,6859.0,1942.0,3.16,1608.0,A,6941783856443,Ativo,013341/2024
PIONEER,WA024GHFINV / AN024GHFINV,Incluido,Split Hi-Wall,WA024GHFINV,AN024GHFINV,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1200,24000,7035,5.0,6775.0,2258.0,3513.0,796.0,,,,,5.50,1055.0,A,,Ativo,003818/2023
HQ,HQ-INV18000FHI / HQ-INV18000FHO,Incluido,Split Hi-Wall,HQ-INV18000FHI,HQ-INV18000FHO,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,710,18000,5276,5.0,5099.0,1469.0,2650.0,536.0,,,,,5.50,655.0,A,,Ativo,003818/2023
HISENSE,AS-09TW2RLDTT00 / AS-09TW2RLD00,Incluido,Split Hi-Wall,AS-09TW2RLDTT00,AS-09TW2RLD00,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,410,9000,2640,5.0,2633.0,808.0,1315.0,297.0,1405.0,230.0,,,5.50,370.0,A,,Ativo,003818/2023
HISENSE,AS-09TW2RLDDB00 / AS-09TW2RLD00,Incluido,Split Hi-Wall,AS-09TW2RLDDB00,AS-09TW2RLD00,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,410,9000,2640,5.0,2633.0,808.0,1315.0,297.0,1405.0,230.0,,,5.50,370.0,A,,Ativo,003818/2023
HISENSE,AS-12TW2RLDDB00 / AS-12TW2RLD00,Incluido,Split Hi-Wall,AS-12TW2RLDDB00,AS-12TW2RLD00,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,540,12000,3520,5.0,3423.0,1140.0,1686.0,406.0,1704.0,296.0,,,5.50,475.0,A,,Ativo,003818/2023
HISENSE,AS-18TW2RMADB02 / AS-18TW2RMA02,Incluido,Split Hi-Wall,AS-18TW2RMADB02,AS-18TW2RMA02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,710,18000,5276,5.0,5099.0,1469.0,2650.0,536.0,2635.0,396.0,,,5.50,655.0,A,,Ativo,003818/2023
HISENSE,AS-18TW2RMATG02 / AS-18TW2RMA02,Incluido,Split Hi-Wall,AS-18TW2RMATG02,AS-18TW2RMA02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,710,18000,5276,5.0,5099.0,1469.0,2650.0,536.0,2635.0,396.0,,,5.50,655.0,A,,Ativo,003818/2023
HISENSE,AS-24TW2RBBTD03 / AS-24TW2RBB03,Incluido,Split Hi-Wall,AS-24TW2RBBTD03,AS-24TW2RBB03,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1200,24000,7035,5.0,6775.0,2258.0,3513.0,796.0,3522.0,613.0,,,5.50,1055.0,A,,Ativo,003818/2023
HISENSE,AS-24TW2RBBDB03 / AS-24TW2RBB03,Incluido,Split Hi-Wall,AS-24TW2RBBDB03,AS-24TW2RBB03,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1200,24000,7035,5.0,6775.0,2258.0,3513.0,796.0,3522.0,613.0,,,5.50,1055.0,A,,Ativo,003818/2023
HISENSE,AS-24TW2RBBTG03 / AS-24TW2RBB03,Incluido,Split Hi-Wall,AS-24TW2RBBTG03,AS-24TW2RBB03,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1200,24000,7035,5.0,6775.0,2258.0,3513.0,796.0,3522.0,613.0,,,5.50,1055.0,A,,Ativo,003818/2023
HISENSE,AS-30TW2RKKVT01 / 1KK030009ZNPW5678JM0004,Incluido,Split Hi-Wall,AS-30TW2RKKVT01,1KK030009ZNPW5678JM0004,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1620,30000,8793,5.0,8887.0,2554.0,4309.0,892.0,4467.0,699.0,,,5.50,1220.0,A,,Ativo,003818/2023
HISENSE,AS-12UW5RXVQH00A / AS-12UW5RXV00A,Incluido,Split Hi-Wall,AS-12UW5RXVQH00A,AS-12UW5RXV00A,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,860,12000,3517,1.5,3035.0,830.0,1650.0,410.0,2066.0,261.0,,,8.40,299.0,A,,Ativo,003818/2023
PIONEER,WA030GRFINV / AN030GRFINV,Incluido,Split Hi-Wall,WA030GRFINV,AN030GRFINV,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1620,30000,8793,8.0,8887.0,2554.0,4309.0,892.0,4467.0,699.0,,,5.50,1220.0,A,,Ativo,003818/2023
HISENSE,AS-09TW2RLRCA00 / AS-09TW2RLR00,Incluido,Split Hi-Wall,AS-09TW2RLRCA00,AS-09TW2RLR00,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,490,9000,2640,5.0,2577.0,796.0,1278.0,322.2,1298.0,239.0,,,5.50,387.0,A,,Ativo,003818/2023
HISENSE,AS-12TW2RLUHB00 / AS-12TW2RLU00,Incluido,Split Hi-Wall,AS-12TW2RLUHB00,AS-12TW2RLU00,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,460,12000,3517,5.0,3485.0,1143.0,1726.0,375.0,1643.0,244.0,,,7.00,411.0,A,,Ativo,003818/2023
TECHFRIO,ECO12IND / ECO12OUT,Incluido,Split Hi-Wall,ECO12IND,ECO12OUT ,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,460,12000,3517,5.0,3485.0,1143.0,1726.0,375.0,1643.0,244.0,,,7.00,411.0,A,,Ativo,003818/2023
AGRATTO,LCST24QF - 02I,Incluido,Split Hi-Wall,,,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1080,24000,7032,1.5,7032.0,2344.0,3516.0,810.0,3516.0,618.0,,,5.50,1056.0,A,7898461976759,Ativo,008924/2022
Komeco,KOHI 12QC 1HV,Incluido,Split Hi-Wall,KOHI 12QCI 1HV,KOHI 12QCE 1HV,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,450,12000,3516,1,3516.0,1172.0,1700.0,439.0,1700.0,315.0,,,5.50,528.0,A,7898461978647,Ativo,008924/2022
AGRATTO,KNICST9QF-02,Incluido,Split Hi-Wall,KNICST9QFI-02,KNICST9QFE-02,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,390,9000,2637,1,2637.0,900.0,1420.0,302.0,1206.0,184.0,,,7.00,311.0,A,7898461978814,Ativo,008924/2022
TECHFRIO,ECO24IND / ECO24OUT,Incluido,Split Hi-Wall,ECO24IND,ECO24OUT ,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,900,24000,7035,5.0,7015.0,2011.0,3642.0,698.0,3400.0,484.0,,,7.00,828.0,A,,Ativo,003818/2023
TECHFRIO,ECO30IND / ECO30OUT,Incluido,Split Hi-Wall,ECO30IND ,ECO30OUT,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1400,30000,8972,4.0,8550.0,2582.0,4320.0,873.0,4372.0,682.0,,,6.50,1180.0,A,,Ativo,003818/2023
AGRATTO,LCS18F - 02I,Incluido,Split Hi-Wall,LCS18FI-02I,LCS18FE-02I,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,450,18000,5080,1,5080.0,1691.0,2740.0,690.0,2800.0,507.0,,,5.50,763.0,A,7898461975202,Ativo,008946/2022
AGRATTO,ICS18F - 02,Incluido,Split Hi-Wall,ACS18FI-01,ACS18FE-01,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,690,18000,5274,1,5274.0,1758.0,2637.0,580.0,2637.0,454.0,,,5.50,791.0,A,7898461976094,Ativo,008946/2022
HQ,HQI18F-02,Incluido,Split Hi-Wall,HQI18FI-02,HQI18FE-02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,600,18000,5080,1,5080.0,1691.0,2740.0,690.0,2800.0,507.0,,,5.50,763.0,A,7898461976551,Ativo,008946/2022
AGRATTO,LCST18F - 02I,Incluido,Split Hi-Wall,,,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,650,18000,5274,1.5,527.4,175.8,263.7,61.3,263.7,46.5,,,5.50,792.0,A,7898461976766,Ativo,008946/2022
AGRATTO,FICST18F-02I,Incluido,Split Hi-Wall,FICST18FI,FICST18FE,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,580,18000,5274,1.5,5274.0,1884.0,2637.0,730.0,2637.0,499.0,,,5.50,792.0,A,7898461977824,Ativo,008946/2022
AGRATTO,FICST24F-02I,Incluido,Split Hi-Wall,FICST24FI,FICST24FE,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,850,24000,7032,1.5,7032.0,2350.0,3516.0,890.0,3516.0,644.0,,,5.50,1056.0,A,7898461977831,Ativo,008946/2022
HQ,HQIT30F-02,Incluido,Split Hi-Wall,HQIT30FI-02,HQIT30FE-02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1150,30000,8790,1.5,8790.0,2930.0,4395.0,1060.0,4395.0,788.0,,,5.50,1320.0,A,7898461978258,Ativo,008946/2022
HQ,HQIT18F-02,Incluido,Split Hi-Wall,HQIT18FI-02,HQIT18FE-02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,650,18000,5274,1,5274.0,1758.0,2637.0,613.0,2637.0,465.0,,,5.50,792.0,A,7898461978272,Ativo,008946/2022
AGRATTO,ZICST9F-02,Incluido,Split Hi-Wall,ZICST9FI-02,ZICST9FE-02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,9000,2637,1,2637.0,780.0,1310.0,287.0,1252.0,189.0,,,7.00,311.0,A,7898461978708,Ativo,008946/2022
AGRATTO,KNICS30F- 02,Incluido,Split Hi-Wall,KNICS30FI- 02,KNICS30FE- 02,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1050,30000,8790,1.5,8790.0,2835.0,4395.0,943.0,4225.0,621.0,,,7.00,1036.0,A,7898461978883,Ativo,008946/2022
CONSUL,CCB07FBANA,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,Outro,R22,380,7500,2198,1,2200.0,74.8,,,,,,,3.11,58.4,A,7891129549098,Ativo,003901/2012
CONSUL,CCN07FBBNA,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,380,7500,2198,1,2200.0,748.0,,,,,,,3.11,584.0,A,7891129549630,Ativo,003901/2012
CONSUL,CCK07BBXNA,Incluido,Janela,,,Frio,127-220 (monofásico/bifásico),Velocidade Variável,R410a,,360,7000,2052,4,2050.0,796.0,2050.0,796.0,1030.0,303.0,,,4.55,399.0,A,7891129549739,Ativo,003901/2012
CONSUL,CCB10FBANA,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R410a,,590,10000,2931,1,2931.0,964.0,,,,,,,3.22,752.0,A,7891129549647,Ativo,003903/2012
CONSUL,CCB12FBANA,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,Outro,R22,550,12000,3517,1,3517.0,1231.0,,,,,,,3.03,961.0,C,7891129549715,Ativo,003903/2012
LG,ZTNQ36GNLAA + ZTUQ36GNLAA,Incluido,Split Cassete,ZTNQ36GNLAA,ZTUQ36GNLAA,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1900,36000,10551,5,10551.0,3490.0,5275.4,1160.0,5275.4,851.0,,,6.05,1441.8,A,7893299966583,Ativo,007729/2025
LG,ZTNW18GPLAA + ZTUW18GPLAA,Incluido,Split Cassete,ZTNW18GPLAA,ZTUW18GPLAA,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1100,18000,5275,5.0,5275.3,1650.0,2637.6,584.0,2637.6,430.0,,,6.05,720.4,A,7893299967368,Ativo,007729/2025
LG,ZTNW24GPLAA + ZTUW24GPLAA,Incluido,Split Cassete,ZTNW24GPLAA,ZTUW24GPLAA,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1200,24000,7034,5.0,7033.7,2150.0,3516.9,780.0,3516.9,560.0,,,6.30,922.9,A,7893299967412,Ativo,007729/2025
LG,ZTNW24GTTAA + ZTUW24GTTAA,Incluido,Split Cassete,ZTNW24GTTAA,ZTUW24GTTAA,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1200,24000,7034,5.0,7033.7,2400.0,3516.9,800.0,3516.9,570.0,,,6.10,952.3,A,7893299967474,Ativo,007729/2025
LG,ZTNW36GYLBA + ZTUW36GYLBA,Incluido,Split Cassete,ZTNW36GYLBA,ZTUW36GYLBA,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1900,36000,10551,5.0,10550.6,3490.0,5275.3,1160.0,5275.3,851.0,,,6.05,1441.7,A,7893299967726,Ativo,007729/2025
HITACHI,RPC36F3P - RAP36F3L,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7898518184625,Ativo,002131/2012
HITACHI,RPC48F3P - RAP48F5L,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7898518184649,Ativo,002131/2012
HITACHI,RPC48F3P - RAP48F7L,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7898518184663,Ativo,002131/2012
HITACHI,RCI36F3P - RAP36F3L,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7898518184526,Ativo,000135/2013
HITACHI,RCI48F3P - RAP48F7L,Incluido,,,,,,,,,,,,,,,,,,,,,,,,7898518184564,Ativo,000135/2013
HITACHI,RCI48I3P - RAP48I7F,Incluido,Split Cassete,RCI48I3P,RAP48I7F,Frio,380 (trifásico),Velocidade Fixa,R410a,,3000,48000,14067,1.5,1406.7,4440.0,,,,,14792.0,3848.0,3.50,3326.0,E,7898518189422,Ativo,000135/2013
HITACHI,RCI60I3P - RAP60I7F,Incluido,Split Cassete,RCI60I3P,RAP60I7F,Frio,380 (trifásico),Velocidade Fixa,R410a,,2850,55000,16119,1.5,16119.0,5110.0,,,,,16179.0,4539.0,3.22,4144.0,F,7898518189484,Ativo,000135/2013
HITACHI,RCI36B3IV - RAA36B3IV,Incluido,Split Cassete,RCI36B3IV,RAA36B3IV,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1800,36000,10548,8,10548.0,3120.0,5274.0,1022.0,5274.0,835.0,,,5.89,1480.0,A,7898518188890,Ativo,002861/2022
HITACHI,RPC48B3IV - RAA48B3IV,Incluido,Split Piso-teto,RPC48B3IV,RAA48B3IV,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,2800,46000,13478,8,13478.0,3964.0,6739.0,1230.0,6874.0,1042.0,,,6.03,1846.0,A,7898518189217,Ativo,002862/2022
HITACHI,RPK18C3IVF - RAA18C3IVF,Incluido,Split Hi-Wall,RPK18C3IVF,RAA18C3IVF,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,710,18000,5274,5,5274.0,1439.0,2637.0,415.0,2637.0,368.0,,,6.35,686.0,A,7898518189804,Ativo,006692/2023
HITACHI,RPK18C3IVQ - RAA18C3IVQ,Incluido,Split Hi-Wall,RPK18C3IVQ,RAA18C3IVQ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1050,18000,5274,5,5274.0,1646.0,2637.0,448.0,2637.0,372.0,,,6.34,688.0,A,7898518189835,Ativo,006692/2023
HITACHI,RPK24C3IVQ - RAA24C3IVQ,Incluido,Split Hi-Wall,RPK24C3IVQ,RAA24C3IVQ,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1320,24000,7032,6,7032.0,2206.0,3516.0,594.0,3516.0,502.0,,,6.22,935.0,A,7898518189897,Ativo,006692/2023
KENNEDY,KEN02F09INT / KEN02F09EXT,Incluido,Split Hi-Wall,KEN02F09INT,KEN02F09EXT,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,310,9000,2637,1,2619.0,833.0,1240.0,289.0,1286.0,202.0,,,7.00,340.0,A,,Ativo,010774/2025
KENNEDY,KEN02F18INT / KEN02F18EXT,Incluido,Split Hi-Wall,KEN02F18INT,KEN02F18EXT,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,630,18000,5274,1,4879.0,1737.0,2416.0,650.0,2407.0,462.0,,,5.50,761.0,A,,Ativo,010774/2025
KIAN,KV-ACJ-MEC-12-127,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R32,,380,12000,3517,1,3624.0,1160.0,,,,,3891.0,1082.0,3.21,933.0,A,,Ativo,009328/2025
KIAN,KV-ACJ-MEC-12-220,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,380,12000,3517,1,3344.0,1109.0,,,,,3626.0,1015.0,3.21,862.0,A,,Ativo,009328/2025
KIAN,KV-ACJ-MEC-10-220,Incluido,Janela,,,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,290,10000,2930,1,2849.0,924.0,,,,,2989.0,837.0,3.21,734.0,A,,Ativo,009328/2025
KIAN,KV-ACJ-MEC-10-127,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R32,,290,10000,2931,1,2992.0,985.0,,,,,3002.0,850.0,3.21,770.0,A,,Ativo,009328/2025
TCL,TAC-24CHSG/CT-INV,Incluido,Split Cassete,TAC-24CHSG/CT-INV,TAC-24CHSG/CT-INV,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1425,24000,7032,7.0,7072.0,2371.0,3597.0,853.0,3728.0,651.0,,,5.57,1049.0,A,,Ativo,008855/2024
TCL,TAC-18CSA2-INV,Incluido,Split Hi-Wall,TAC-18CSA2-INV,TAC-18CSA2-INV,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,860,18000,5274,7.0,5274.0,1930.0,2745.0,628.0,2611.0,430.0,,,6.02,724.0,A,,Ativo,002353/2022
TCL,TAC-24CSA2-INV,Incluido,Split Hi-Wall,TAC-24CSA2-INV,TAC-24CSA2-INV,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,990,24000,7032,8.0,7032.0,2290.0,3590.0,840.0,3515.0,590.0,,,6.01,967.0,A,,Ativo,002353/2022
TCL,TAC-12CSGV-INV,Incluido,Split Hi-Wall,TAC-12CSGV-INV,TAC-12CSGV-INV,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,390,12000,3516,3.0,3475.0,1540.0,1790.0,540.0,1847.0,400.0,,,4.50,637.0,C,,Ativo,002353/2022
VIX,AS-36UW2RKKDK00_IDU / AS-36UW2RKKDK00_ODU,Incluido,Split Hi-Wall,AS-36UW2RKKDK00_IDU,AS-36UW2RKKDK00_ODU,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,2480,36000,10548,5,12160.0,3790.0,5100.0,1283.0,5140.0,910.0,,,5.60,1670.0,A,7898753560369,Ativo,000588/2024
VIX,AS-12HR5SGRCA00_IDU / AS-12HR5SGRCA00_ODU,Incluido,Split Hi-Wall,AS-12HR5SGRCA00_IDU,AS-12HR5SGRCA00_ODU,Quente/Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,840,11000,3223,3,3109.2,1068.2,,,,,3394.4,974.1,3.14,821.0,F,7898753560994,Ativo,000588/2024
VIX,AS-09HR2SYRCA00_IDU / AS-09HR2SYRCA00_ODU,Incluido,Split Hi-Wall,AS-09HR2SYRCA00_IDU,AS-09HR2SYRCA00_ODU,Quente/Frio,220 (monofásico/bifásico),Velocidade Fixa,R410a,,840,9000,2637,2.6,3190.2,1068.2,,,,,3394.4,974.1,3.14,821.0,F,7898753560970,Ativo,000588/2024
PSG,PSG01PTINV36INT - PSG01PTINV36EXT,Incluido,Split Piso-teto,PSG01PTINV36INT,PSG01PTINV36EXT,Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,2600,36000,10545,2,10563.0,3265.0,5325.0,1515.0,5280.0,1035.0,,,5.51,1585.0,A,,Ativo,001166/2023
PSG,PSG 01 J07,Incluido,Janela,,,Frio,127 (monofásico),Velocidade Fixa,R32,,290,7500,2200,1,2105.0,714.0,,,,,2352.0,674.0,3.10,570.0,A,,Ativo,005149/2025
CONSUL,CBR12C /CBS12C,Incluido,Split Hi-Wall,CBR12C,CBS12C,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R410a,,880,12000,3520,1,3520.0,1135.0,1760.0,41.5,1760.0,31.4,,,55,52.9,A,7891129549425,Ativo,000861/2012
DAIKIN,FTKP12Q5VL / RKP12Q5VL,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898966337123,Ativo,001167/2021
DAIKIN,FTKP18Q5VL / RKP18Q5VL,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898966337130,Ativo,001167/2021
DAIKIN,FTHP12Q5VL / RHP12Q5VL,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7898966337093,Ativo,001167/2021
LG,S4NQ09WA51C+S4UQ09WA51C,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299916045,Ativo,007557/2013
Consul/CBF22CBBNA/CBG22CBBNA,,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000860/2012
Consul/CBF09CBBNA/CBG09CBBNA,CBF09CB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891129210752,Ativo,000860/2012
Consul/CBF22DBBNA/CBG22DBBNA,CBF22DB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000860/2012
Consul/CBJ18CBBNA/CBM18CBBNA,CBJ18CB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891129210844,Ativo,000861/2012
Consul/CBJ09CBBNA/CBM09CBBNA,CBJ09CB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7891129209992,Ativo,000861/2012
Consul/CBJ09DBBNA/CBM09DBBNA,CBJ09DB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,,Ativo,000861/2012
LG,S4NW12JARXA+S4UW12JARXA,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299917394,Ativo,007213/2013
LG,S4NW18KLRXB+S4UW18KLRXB,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299917417,Ativo,007213/2013
LG,S4NW24K2RXE+S4UW24K2RXE,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299917431,Ativo,007213/2013
LG,S4NQ09AA31A+S4UQ09AA31A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299917325,Ativo,007557/2013
LG,S4NW09AA31A+S4UW09AA31A,Excluido,,,,,,,,,,,,,,,,,,,,,,,,7893299917998,Ativo,007213/2013
PHILCO,PAC18FB,Incluido,Split Hi-Wall,PAC18FB,PAC18FB,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,480,18000,5275,2.5,4820.0,1910.0,2650.0,726.0,2410.0,461.0,,,5.50,724.0,A,7899963917561,Ativo,009156/2024
PHILCO,PAC24FI,Incluido,Split Hi-Wall,PAC24FI,PAC24FI,Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,900,24000,7030,2.5,6500.0,2120.0,,,,,6844.0,1950.0,3.14,1709.0,F,7891356119064,Ativo,009156/2024
PHILCO,PAC9FC,Incluido,Split Hi-Wall,PAC9FC,PAC9FC,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,400,9000,2700,2.5,2500.0,815.0,1280.0,368.0,1302.0,252.0,,,5.50,376.0,A,7891356119552,Ativo,009156/2024
PHILCO,PAC18QC,Incluido,Split Hi-Wall,PAC18QC,PAC18QC,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,830,18000,5200,2.5,4900.0,1950.0,2650.0,705.0,2458.0,455.0,,,5.50,724.0,A,7891356120169,Ativo,009156/2024
PHILCO,PAC24FC,Incluido,Split Hi-Wall,PAC24FC,PAC24FC,Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,850,24000,7000,2.5,6890.0,2615.0,3513.0,979.0,3295.0,636.0,,,5.50,1036.0,A,7891356120206,Ativo,009156/2024
PHILCO,PAC24QC,Incluido,Split Hi-Wall,PAC24QC,PAC24QC,Quente/Frio,220 (monofásico/bifásico),Velocidade Variável,R32,,1050,24000,7000,2.5,6890.0,2615.0,3513.0,979.0,3295.0,636.0,,,5.50,1036.0,A,7891356120237,Ativo,009156/2024
PHILCO,PAC9QI,Incluido,Split Hi-Wall,PAC9QI,PAC9QI,Quente/Frio,220 (monofásico/bifásico),Velocidade Fixa,R32,,550g/440g,9000,2700,2.5,2446.0,863.0,,,,,2626.0,788.0,3.14,640.0,F,7891356118913,Ativo,009156/2024
